ID_Cancion,Titulo,Artista,Genero,Nivel_Energia,Duracion_Segundos,Reproducciones_Streaming
TRK-0725,Canción Track_725,Karol G,Pop/Indie,84,144,634228.0
TRK-0726,Canción Track_726,Rosalía,Pop/Indie,21,204,
TRK-0727,Canción Track_727,Gepe,Pop/Indie,23,205,1017020.0
TRK-0728,Canción Track_728,Feid,Salsa/Tropical,22,137,14908.0
TRK-0729,Canción Track_729,Cami,Salsa/Tropical,47,143,344999.0
TRK-0730,Canción Track_730,Feid,Rock,68,131,487235.0
TRK-0731,Canción Track_731,Mon Laferte,Reggaeton/Urbano,82,248,1228033.0
TRK-0732,Canción Track_732,Mon Laferte,Reggaeton/Urbano,38,149,126588.0
TRK-0733,Canción Track_733,Aitana,Pop/Indie,47,258,13004.0
TRK-0734,Canción Track_734,Gepe,Rock,54,298,363889.0
TRK-0735,Canción Track_735,Duki,Rock,89,221,770582.0
TRK-0736,Canción Track_736,Karol G,Pop/Indie,94,271,507619.0
TRK-0737,Canción Track_737,Karol G,Pop/Indie,57,280,368465.0
TRK-0738,Canción Track_738,Feid,Pop/Indie,80,276,134296.0
TRK-0739,Canción Track_739,Aitana,Pop/Indie,32,154,161520.0
TRK-0740,Canción Track_740,Gepe,Reggaeton/Urbano,30,272,850789.0
TRK-0741,Canción Track_741,Rosalía,Pop/Indie,95,150,1112806.0
TRK-0742,Canción Track_742,Aitana,Salsa/Tropical,61,179,434949.0
TRK-0743,Canción Track_743,Duki,Salsa/Tropical,42,127,184981.0
TRK-0744,Canción Track_744,Cami,Salsa/Tropical,23,246,198522.0
TRK-0745,Canción Track_745,Rosalía,Pop/Indie,77,259,167347.0
TRK-0746,Canción Track_746,Gepe,Pop/Indie,60,277,712860.0
TRK-0747,Canción Track_747,Karol G,Reggaeton/Urbano,38,176,71824.0
TRK-0748,Canción Track_748,Rosalía,Salsa/Tropical,29,290,1489402.0
TRK-0749,Canción Track_749,Gepe,Salsa/Tropical,75,204,1085243.0
TRK-0750,Canción Track_750,Karol G,Reggaeton/Urbano,74,186,729489.0
TRK-0751,Canción Track_751,Karol G,Reggaeton/Urbano,74,208,224180.0
TRK-0752,Canción Track_752,Gepe,Reggaeton/Urbano,94,127,3716428.0
TRK-0753,Canción Track_753,Rosalía,Pop/Indie,43,199,724427.0
TRK-0754,Canción Track_754,Feid,,85,158,318497.0
TRK-0755,Canción Track_755,Cami,Reggaeton/Urbano,55,236,603445.0
TRK-0756,Canción Track_756,Mon Laferte,Salsa/Tropical,70,261,478252.0
TRK-0757,Canción Track_757,Feid,Salsa/Tropical,20,270,218292.0
TRK-0758,Canción Track_758,Karol G,Reggaeton/Urbano,60,169,224717.0
TRK-0759,Canción Track_759,Los Prisioneros,,85,291,906843.0
TRK-0760,Canción Track_760,Cami,Pop/Indie,66,281,2171301.0
TRK-0761,Canción Track_761,Aitana,Pop/Indie,27,256,957514.0
TRK-0762,Canción Track_762,Rosalía,Pop/Indie,55,276,
TRK-0763,Canción Track_763,Karol G,Rock,44,219,757034.0
TRK-0764,Canción Track_764,Feid,Salsa/Tropical,79,232,384259.0
TRK-0765,Canción Track_765,Gepe,Rock,63,151,390272.0
TRK-0766,Canción Track_766,Mon Laferte,Reggaeton/Urbano,70,250,475834.0
TRK-0767,Canción Track_767,Mon Laferte,Pop/Indie,92,191,230066.0
TRK-0768,Canción Track_768,Karol G,Reggaeton/Urbano,21,214,1833715.0
TRK-0769,Canción Track_769,Karol G,Pop/Indie,69,170,77599.0
TRK-0770,Canción Track_770,Bad Bunny,Reggaeton/Urbano,28,273,351026.0
TRK-0771,Canción Track_771,Cami,Pop/Indie,95,259,346668.0
TRK-0772,Canción Track_772,Cami,Rock,72,258,392451.0
TRK-0773,Canción Track_773,Gepe,Reggaeton/Urbano,93,136,1247701.0
TRK-0774,Canción Track_774,Rosalía,Reggaeton/Urbano,88,174,400279.0
TRK-0775,Canción Track_775,Bad Bunny,Rock,71,174,1857939.0
TRK-0776,Canción Track_776,Karol G,Rock,22,199,144726.0
TRK-0777,Canción Track_777,Duki,Pop/Indie,49,188,207954.0
TRK-0778,Canción Track_778,Karol G,Pop/Indie,20,183,857189.0
TRK-0779,Canción Track_779,Mon Laferte,Pop/Indie,70,293,1055316.0
TRK-0780,Canción Track_780,Gepe,Rock,89,220,926507.0
TRK-0781,Canción Track_781,Cami,Pop/Indie,75,120,51221.0
TRK-0782,Canción Track_782,Karol G,Pop/Indie,70,266,31764.0
TRK-0783,Canción Track_783,Duki,Salsa/Tropical,75,289,133498.0
TRK-0784,Canción Track_784,Feid,Reggaeton/Urbano,23,146,271499.0
TRK-0785,Canción Track_785,Aitana,Salsa/Tropical,38,256,1042302.0
TRK-0786,Canción Track_786,Duki,Reggaeton/Urbano,88,231,58721.0
TRK-0787,Canción Track_787,Gepe,Reggaeton/Urbano,26,194,348599.0
TRK-0788,Canción Track_788,Bad Bunny,Reggaeton/Urbano,36,254,
TRK-0789,Canción Track_789,Rosalía,Reggaeton/Urbano,91,173,191901.0
TRK-0790,Canción Track_790,Duki,Reggaeton/Urbano,24,256,160750.0
TRK-0791,Canción Track_791,Duki,Pop/Indie,49,178,1262189.0
TRK-0792,Canción Track_792,Mon Laferte,Rock,99,221,
TRK-0793,Canción Track_793,Mon Laferte,Rock,98,163,666563.0
TRK-0794,Canción Track_794,Los Prisioneros,Rock,73,169,1232872.0
TRK-0795,Canción Track_795,Mon Laferte,Pop/Indie,70,220,401775.0
TRK-0796,Canción Track_796,Bad Bunny,Pop/Indie,34,281,1110144.0
TRK-0797,Canción Track_797,Feid,Rock,20,238,175600.0
TRK-0798,Canción Track_798,Bad Bunny,Rock,28,232,844020.0
TRK-0799,Canción Track_799,Bad Bunny,Pop/Indie,75,167,435578.0
TRK-0800,Canción Track_800,Cami,Rock,96,195,668273.0
TRK-0801,Canción Track_801,Bad Bunny,Rock,96,236,1946662.0
TRK-0802,Canción Track_802,Rosalía,Pop/Indie,39,258,1219833.0
TRK-0803,Canción Track_803,Los Prisioneros,Rock,90,262,27355.0
TRK-0804,Canción Track_804,Karol G,Pop/Indie,70,264,111811.0
TRK-0805,Canción Track_805,Rosalía,Pop/Indie,50,157,378083.0
TRK-0806,Canción Track_806,Aitana,Pop/Indie,38,223,1070615.0
TRK-0807,Canción Track_807,Cami,Pop/Indie,25,182,305597.0
TRK-0808,Canción Track_808,Los Prisioneros,Salsa/Tropical,36,148,304836.0
TRK-0809,Canción Track_809,Los Prisioneros,Rock,99,217,571583.0
TRK-0810,Canción Track_810,Los Prisioneros,Rock,73,162,495331.0
TRK-0811,Canción Track_811,Cami,Rock,82,120,448219.0
TRK-0812,Canción Track_812,Aitana,Rock,22,245,
TRK-0813,Canción Track_813,Rosalía,Reggaeton/Urbano,55,216,19694.0
TRK-0814,Canción Track_814,Karol G,Reggaeton/Urbano,95,201,
TRK-0815,Canción Track_815,Los Prisioneros,Rock,79,219,748777.0
TRK-0816,Canción Track_816,Bad Bunny,Reggaeton/Urbano,39,228,114638.0
TRK-0817,Canción Track_817,Feid,Reggaeton/Urbano,86,131,822118.0
TRK-0818,Canción Track_818,Karol G,Salsa/Tropical,40,201,
TRK-0819,Canción Track_819,Los Prisioneros,Pop/Indie,98,296,107256.0
TRK-0820,Canción Track_820,Gepe,Pop/Indie,76,246,
TRK-0821,Canción Track_821,Cami,Reggaeton/Urbano,36,126,22127.0
TRK-0822,Canción Track_822,Bad Bunny,Reggaeton/Urbano,30,284,693831.0
TRK-0823,Canción Track_823,Bad Bunny,Reggaeton/Urbano,27,131,1694687.0
TRK-0824,Canción Track_824,Mon Laferte,,72,184,
TRK-0825,Canción Track_825,Los Prisioneros,Salsa/Tropical,63,204,99234.0
TRK-0826,Canción Track_826,Mon Laferte,Pop/Indie,86,220,720847.0
TRK-0827,Canción Track_827,Karol G,Pop/Indie,51,171,567869.0
TRK-0828,Canción Track_828,Aitana,Reggaeton/Urbano,21,275,905963.0
TRK-0829,Canción Track_829,Los Prisioneros,Pop/Indie,54,269,10672.0
TRK-0830,Canción Track_830,Duki,Rock,57,187,207300.0
TRK-0831,Canción Track_831,Aitana,Reggaeton/Urbano,24,299,232591.0
TRK-0832,Canción Track_832,Mon Laferte,Reggaeton/Urbano,73,180,289582.0
TRK-0833,Canción Track_833,Duki,Pop/Indie,33,187,793639.0
TRK-0834,Canción Track_834,Feid,Pop/Indie,82,269,693462.0
TRK-0835,Canción Track_835,Gepe,Salsa/Tropical,51,173,331890.0
TRK-0836,Canción Track_836,Feid,Reggaeton/Urbano,98,178,23342.0
TRK-0837,Canción Track_837,Cami,,78,155,2170081.0
TRK-0838,Canción Track_838,Gepe,Pop/Indie,48,206,88601.0
TRK-0839,Canción Track_839,Aitana,Pop/Indie,75,131,70527.0
TRK-0840,Canción Track_840,Cami,Reggaeton/Urbano,42,153,19662.0
TRK-0841,Canción Track_841,Cami,Reggaeton/Urbano,75,256,125630.0
TRK-0842,Canción Track_842,Rosalía,Pop/Indie,33,299,124345.0
TRK-0843,Canción Track_843,Los Prisioneros,Salsa/Tropical,73,166,607774.0
TRK-0844,Canción Track_844,Feid,Pop/Indie,85,176,406555.0
TRK-0845,Canción Track_845,Feid,Pop/Indie,63,164,568154.0
TRK-0846,Canción Track_846,Karol G,Pop/Indie,65,165,787176.0
TRK-0847,Canción Track_847,Karol G,Pop/Indie,46,171,224920.0
TRK-0848,Canción Track_848,Mon Laferte,Salsa/Tropical,46,298,1498189.0
TRK-0849,Canción Track_849,Los Prisioneros,Reggaeton/Urbano,67,290,223385.0
TRK-0850,Canción Track_850,Karol G,Pop/Indie,51,245,1025439.0
TRK-0851,Canción Track_851,Bad Bunny,Pop/Indie,77,237,71204.0
TRK-0852,Canción Track_852,Mon Laferte,,96,128,909259.0
TRK-0853,Canción Track_853,Duki,Salsa/Tropical,34,278,514158.0
TRK-0854,Canción Track_854,Bad Bunny,Pop/Indie,22,262,109847.0
TRK-0855,Canción Track_855,Feid,Reggaeton/Urbano,51,152,664916.0
TRK-0856,Canción Track_856,Cami,Reggaeton/Urbano,66,285,315822.0
TRK-0857,Canción Track_857,Los Prisioneros,Reggaeton/Urbano,83,261,764588.0
TRK-0858,Canción Track_858,Gepe,Reggaeton/Urbano,58,222,25011.0
TRK-0859,Canción Track_859,Bad Bunny,Pop/Indie,60,258,419777.0
TRK-0860,Canción Track_860,Los Prisioneros,Reggaeton/Urbano,63,165,241838.0
TRK-0861,Canción Track_861,Gepe,Rock,50,183,1495155.0
TRK-0862,Canción Track_862,Karol G,Reggaeton/Urbano,56,243,742219.0
TRK-0863,Canción Track_863,Los Prisioneros,Rock,34,271,110832.0
TRK-0864,Canción Track_864,Duki,Rock,91,135,45174.0
TRK-0865,Canción Track_865,Cami,Reggaeton/Urbano,67,210,38024.0
TRK-0866,Canción Track_866,Mon Laferte,Rock,39,284,330948.0
TRK-0867,Canción Track_867,Karol G,Pop/Indie,92,260,124395.0
TRK-0868,Canción Track_868,Feid,,78,151,286991.0
TRK-0869,Canción Track_869,Bad Bunny,Reggaeton/Urbano,22,235,327288.0
TRK-0870,Canción Track_870,Rosalía,Pop/Indie,49,277,565412.0
TRK-0871,Canción Track_871,Mon Laferte,Pop/Indie,95,241,318385.0
TRK-0872,Canción Track_872,Feid,Pop/Indie,98,176,391315.0
TRK-0873,Canción Track_873,Mon Laferte,Salsa/Tropical,55,299,639654.0
TRK-0874,Canción Track_874,Aitana,Reggaeton/Urbano,88,172,281458.0
TRK-0875,Canción Track_875,Karol G,Reggaeton/Urbano,25,270,273847.0
TRK-0876,Canción Track_876,Los Prisioneros,Pop/Indie,74,238,35888.0
TRK-0877,Canción Track_877,Mon Laferte,Rock,88,191,773603.0
TRK-0878,Canción Track_878,Karol G,Pop/Indie,70,296,721027.0
TRK-0879,Canción Track_879,Feid,Rock,50,206,931550.0
TRK-0880,Canción Track_880,Karol G,Reggaeton/Urbano,92,269,402326.0
TRK-0881,Canción Track_881,Duki,Pop/Indie,74,242,241042.0
TRK-0882,Canción Track_882,Aitana,Reggaeton/Urbano,41,143,326371.0
TRK-0883,Canción Track_883,Rosalía,Pop/Indie,28,247,668663.0
TRK-0884,Canción Track_884,Duki,,30,267,199968.0
TRK-0885,Canción Track_885,Cami,Reggaeton/Urbano,82,134,232133.0
TRK-0886,Canción Track_886,Aitana,Reggaeton/Urbano,87,249,37079.0
TRK-0887,Canción Track_887,Mon Laferte,Reggaeton/Urbano,77,193,371750.0
TRK-0888,Canción Track_888,Karol G,Reggaeton/Urbano,54,251,614687.0
TRK-0889,Canción Track_889,Duki,Salsa/Tropical,81,221,283172.0
TRK-0890,Canción Track_890,Feid,Salsa/Tropical,50,162,945563.0
TRK-0891,Canción Track_891,Gepe,Reggaeton/Urbano,66,275,260052.0
TRK-0892,Canción Track_892,Karol G,Pop/Indie,57,177,670963.0
TRK-0893,Canción Track_893,Aitana,Rock,88,278,57543.0
TRK-0894,Canción Track_894,Rosalía,Rock,34,152,361543.0
TRK-0895,Canción Track_895,Aitana,,71,128,455050.0
TRK-0896,Canción Track_896,Duki,Pop/Indie,36,286,69857.0
TRK-0897,Canción Track_897,Los Prisioneros,Pop/Indie,56,222,79736.0
TRK-0898,Canción Track_898,Cami,Pop/Indie,65,138,266278.0
TRK-0899,Canción Track_899,Los Prisioneros,Pop/Indie,73,186,44676.0
TRK-0900,Canción Track_900,Bad Bunny,Salsa/Tropical,36,199,76225.0
TRK-0901,Canción Track_901,Mon Laferte,Reggaeton/Urbano,84,170,2613368.0
TRK-0902,Canción Track_902,Duki,Reggaeton/Urbano,48,142,51334.0
TRK-0903,Canción Track_903,Rosalía,Reggaeton/Urbano,83,140,528698.0
TRK-0904,Canción Track_904,Cami,Reggaeton/Urbano,55,236,288228.0
TRK-0905,Canción Track_905,Los Prisioneros,Salsa/Tropical,48,279,674662.0
TRK-0906,Canción Track_906,Cami,Reggaeton/Urbano,36,141,1612880.0
TRK-0907,Canción Track_907,Los Prisioneros,Salsa/Tropical,62,148,1209889.0
TRK-0908,Canción Track_908,Cami,Pop/Indie,98,182,855805.0
TRK-0909,Canción Track_909,Bad Bunny,,75,126,263456.0
TRK-0910,Canción Track_910,Karol G,Rock,68,201,194546.0
TRK-0911,Canción Track_911,Rosalía,Rock,38,285,369702.0
TRK-0912,Canción Track_912,Feid,Pop/Indie,42,269,
TRK-0913,Canción Track_913,Mon Laferte,Rock,32,220,507431.0
TRK-0914,Canción Track_914,Cami,Reggaeton/Urbano,59,160,66314.0
TRK-0915,Canción Track_915,Gepe,Rock,100,173,358349.0
TRK-0916,Canción Track_916,Feid,,59,184,13517.0
TRK-0917,Canción Track_917,Cami,Pop/Indie,20,126,784880.0
TRK-0918,Canción Track_918,Karol G,Pop/Indie,68,237,35775.0
TRK-0919,Canción Track_919,Karol G,Salsa/Tropical,82,144,1840481.0
TRK-0920,Canción Track_920,Duki,Reggaeton/Urbano,88,183,1451743.0
TRK-0921,Canción Track_921,Cami,Rock,41,223,392325.0
TRK-0922,Canción Track_922,Mon Laferte,Salsa/Tropical,78,241,835362.0
TRK-0923,Canción Track_923,Karol G,Reggaeton/Urbano,91,122,1167191.0
TRK-0924,Canción Track_924,Bad Bunny,Rock,77,206,968244.0
TRK-0925,Canción Track_925,Rosalía,Rock,79,217,420192.0
TRK-0926,Canción Track_926,Feid,Reggaeton/Urbano,20,280,752336.0
TRK-0927,Canción Track_927,Karol G,Salsa/Tropical,45,203,86725.0
TRK-0928,Canción Track_928,Duki,Salsa/Tropical,53,147,264259.0
TRK-0929,Canción Track_929,Bad Bunny,Reggaeton/Urbano,79,228,3182456.0
TRK-0930,Canción Track_930,Los Prisioneros,Pop/Indie,67,173,369192.0
TRK-0931,Canción Track_931,Aitana,Rock,83,124,191878.0
TRK-0932,Canción Track_932,Karol G,Pop/Indie,88,210,559456.0
TRK-0933,Canción Track_933,Gepe,Salsa/Tropical,77,173,195201.0
TRK-0934,Canción Track_934,Feid,Reggaeton/Urbano,73,236,180608.0
TRK-0935,Canción Track_935,Los Prisioneros,Salsa/Tropical,71,131,377505.0
TRK-0936,Canción Track_936,Duki,Reggaeton/Urbano,46,226,356768.0
TRK-0937,Canción Track_937,Aitana,Pop/Indie,83,141,51505.0
TRK-0938,Canción Track_938,Cami,Rock,23,219,418043.0
TRK-0939,Canción Track_939,Rosalía,Reggaeton/Urbano,91,232,72223.0
TRK-0940,Canción Track_940,Mon Laferte,Pop/Indie,78,193,210001.0
TRK-0941,Canción Track_941,Mon Laferte,Reggaeton/Urbano,55,250,283431.0
TRK-0942,Canción Track_942,Duki,Reggaeton/Urbano,57,146,97518.0
TRK-0943,Canción Track_943,Cami,Rock,89,257,16681.0
TRK-0944,Canción Track_944,Rosalía,,31,220,476507.0
TRK-0945,Canción Track_945,Feid,Pop/Indie,23,271,73700.0
TRK-0946,Canción Track_946,Mon Laferte,Reggaeton/Urbano,38,258,119537.0
TRK-0947,Canción Track_947,Duki,Pop/Indie,32,137,598077.0
TRK-0948,Canción Track_948,Cami,,68,247,104506.0
TRK-0949,Canción Track_949,Cami,Salsa/Tropical,72,255,515445.0
TRK-0950,Canción Track_950,Mon Laferte,Rock,65,147,51225.0
TRK-0951,Canción Track_951,Karol G,Salsa/Tropical,65,178,267005.0
TRK-0952,Canción Track_952,Mon Laferte,Pop/Indie,45,122,306097.0
TRK-0953,Canción Track_953,Bad Bunny,Reggaeton/Urbano,22,134,854470.0
TRK-0954,Canción Track_954,Mon Laferte,Salsa/Tropical,53,190,59742.0
TRK-0955,Canción Track_955,Mon Laferte,Reggaeton/Urbano,65,282,1176930.0
TRK-0956,Canción Track_956,Los Prisioneros,Reggaeton/Urbano,50,262,1111944.0
TRK-0957,Canción Track_957,Feid,Pop/Indie,70,235,185767.0
TRK-0958,Canción Track_958,Mon Laferte,Salsa/Tropical,82,200,225233.0
TRK-0959,Canción Track_959,Duki,Reggaeton/Urbano,97,147,1777903.0
TRK-0960,Canción Track_960,Mon Laferte,Reggaeton/Urbano,55,284,569245.0
TRK-0961,Canción Track_961,Mon Laferte,Reggaeton/Urbano,77,244,897253.0
TRK-0962,Canción Track_962,Cami,Pop/Indie,80,178,330169.0
TRK-0963,Canción Track_963,Karol G,Rock,80,236,274046.0
TRK-0964,Canción Track_964,Cami,Pop/Indie,96,272,273287.0
TRK-0965,Canción Track_965,Rosalía,Reggaeton/Urbano,22,229,529440.0
TRK-0966,Canción Track_966,Duki,Reggaeton/Urbano,43,247,351399.0
TRK-0967,Canción Track_967,Duki,Pop/Indie,38,234,746167.0
TRK-0968,Canción Track_968,Aitana,Rock,38,205,523021.0
TRK-0969,Canción Track_969,Bad Bunny,Salsa/Tropical,33,276,899286.0
TRK-0970,Canción Track_970,Karol G,Pop/Indie,37,139,379858.0
TRK-0971,Canción Track_971,Rosalía,Pop/Indie,58,265,70449.0
TRK-0972,Canción Track_972,Los Prisioneros,,35,196,628525.0
TRK-0973,Canción Track_973,Gepe,Reggaeton/Urbano,40,131,784233.0
TRK-0974,Canción Track_974,Rosalía,Salsa/Tropical,54,270,538291.0
TRK-0975,Canción Track_975,Cami,Pop/Indie,46,213,430575.0
TRK-0976,Canción Track_976,Rosalía,Salsa/Tropical,34,205,309215.0
TRK-0977,Canción Track_977,Bad Bunny,Reggaeton/Urbano,38,221,
TRK-0978,Canción Track_978,Feid,Pop/Indie,57,167,492588.0
TRK-0979,Canción Track_979,Bad Bunny,Reggaeton/Urbano,41,281,137150.0
TRK-0980,Canción Track_980,Aitana,Salsa/Tropical,68,179,60961.0
TRK-0981,Canción Track_981,Bad Bunny,Reggaeton/Urbano,96,253,
TRK-0982,Canción Track_982,Duki,Pop/Indie,68,276,231444.0
TRK-0983,Canción Track_983,Cami,Reggaeton/Urbano,99,125,198052.0
TRK-0984,Canción Track_984,Aitana,,24,160,51014.0
TRK-0985,Canción Track_985,Feid,Rock,56,256,47766.0
TRK-0986,Canción Track_986,Karol G,Pop/Indie,20,140,430830.0
TRK-0987,Canción Track_987,Gepe,Reggaeton/Urbano,47,291,290299.0
TRK-0988,Canción Track_988,Rosalía,Reggaeton/Urbano,58,250,306975.0
TRK-0989,Canción Track_989,Rosalía,Pop/Indie,98,180,1087005.0
TRK-0990,Canción Track_990,Bad Bunny,Pop/Indie,21,217,234842.0
TRK-0991,Canción Track_991,Rosalía,Rock,69,291,81185.0
TRK-0992,Canción Track_992,Bad Bunny,Pop/Indie,22,200,38552.0
TRK-0993,Canción Track_993,Karol G,Reggaeton/Urbano,91,206,823324.0
TRK-0994,Canción Track_994,Gepe,Reggaeton/Urbano,77,210,149759.0
TRK-0995,Canción Track_995,Aitana,Reggaeton/Urbano,80,243,575243.0
TRK-0996,Canción Track_996,Feid,Pop/Indie,34,196,59160.0
TRK-0997,Canción Track_997,Feid,Reggaeton/Urbano,49,259,1230429.0
TRK-0998,Canción Track_998,Aitana,Pop/Indie,58,182,
TRK-0999,Canción Track_999,Feid,Rock,68,154,
TRK-1000,Canción Track_1000,Mon Laferte,Pop/Indie,92,202,201929.0
